,Brand,Processor,RAM (GB),Storage,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Price ($),Laptop_ID,Storage Size (GB),Disk Type,Disk Type Numeric,Processor Rank,GPU Rank,Brand Score,Log Price,Performance Score
7154,MSI,Intel i3,4,512GB SSD,Nvidia GTX 1650,14.0,1920x1080,7.1,3.48,FreeDOS,865.73,7154,512.0,SSD,1,1,2,2517.552226890756,6.764727509594552,1.4488622792409376
7155,HP,AMD Ryzen 9,32,2TB SSD,Integrated,13.3,1366x768,9.8,2.71,Windows,1372.88,7155,2048.0,SSD,1,4,1,1938.5187334437085,7.225394132723721,9.929445566708026
7156,HP,Intel i9,4,2TB SSD,Nvidia RTX 3080,17.3,2560x1440,7.1,1.86,FreeDOS,1990.22,7156,2048.0,SSD,1,4,7,1938.5187334437085,7.596502795197395,2.3321389992664576
7157,Samsung,Intel i9,4,1TB SSD,Nvidia RTX 3080,17.3,2560x1440,10.7,2.04,Windows,2004.66,7157,1024.0,SSD,1,4,7,1959.007248495271,7.603728462631145,2.3321389992664576
7158,Asus,Intel i3,64,512GB SSD,Integrated,16.0,2560x1440,11.4,1.98,macOS,1804.21,7158,512.0,SSD,1,1,1,1927.3151416309015,7.498432207489907,18.417112598553874
7159,Apple,AMD Ryzen 9,64,1TB HDD,Nvidia RTX 3060,16.0,1920x1080,8.4,2.27,Windows,5293.6,7159,1024.0,HDD,0,4,6,2915.3642789223454,8.574442712216932,19.300389318579395
7160,Asus,Intel i5,4,256GB SSD,Nvidia RTX 2060,13.3,2560x1440,10.3,1.21,Windows,1078.75,7160,256.0,SSD,1,2,5,1927.3151416309015,6.984484811840811,1.8206879123991155
7161,Razer,Intel i9,32,512GB SSD,Nvidia RTX 3060,15.6,3840x2160,4.1,2.15,Windows,6740.72,7161,512.0,SSD,1,4,6,2695.213804444444,8.816070364228526,10.219695791019292
7162,Dell,Intel i3,16,2TB SSD,Nvidia RTX 3060,14.0,2560x1440,5.1,1.73,macOS,1390.85,7162,2048.0,SSD,1,1,6,1972.2702222222224,7.238389076467298,5.08632253152499
7163,Samsung,Intel i5,4,256GB SSD,Nvidia GTX 1650,17.3,1366x768,6.9,2.65,Linux,806.69,7163,256.0,SSD,1,2,2,1959.007248495271,6.694178321537139,1.6465377778123549
7164,Microsoft,AMD Ryzen 3,8,256GB SSD,AMD Radeon RX 6600,14.0,1366x768,9.0,2.88,Windows,711.87,7164,256.0,SSD,1,1,3,1975.2035489361701,6.569299075599747,2.641999015048204
7165,Razer,AMD Ryzen 5,8,2TB SSD,Nvidia RTX 2060,13.3,3840x2160,8.6,1.27,Windows,2418.13,7165,2048.0,SSD,1,2,5,2695.213804444444,7.791163250381398,2.9557746033441283
7166,Dell,Intel i5,64,256GB SSD,AMD Radeon RX 6800,17.3,1366x768,8.3,2.09,macOS,2052.0,7166,256.0,SSD,1,2,4,1972.2702222222224,7.627057417018934,18.788938231712052
7167,Acer,AMD Ryzen 7,64,1TB HDD,Nvidia GTX 1650,14.0,3840x2160,4.8,2.82,Linux,4044.97,7167,1024.0,HDD,0,3,2,1914.1085150214592,8.305476602969604,18.870513640558965
7168,Acer,Intel i7,4,512GB SSD,AMD Radeon RX 6800,16.0,3840x2160,10.2,3.06,macOS,1982.45,7168,512.0,SSD,1,3,4,1914.1085150214592,7.592593031670941,1.9603133661082792
7169,Lenovo,AMD Ryzen 7,8,2TB SSD,Nvidia GTX 1650,14.0,1366x768,6.8,3.34,Windows,1108.74,7169,2048.0,SSD,1,3,2,1978.465790393013,7.0118810326350225,2.979299967328785
7170,HP,AMD Ryzen 3,64,1TB HDD,Nvidia RTX 3080,16.0,2560x1440,9.7,1.37,Windows,2189.58,7170,1024.0,HDD,0,1,7,1938.5187334437085,7.691921627929225,18.7654128677274
7171,Dell,Intel i3,4,1TB SSD,Integrated,17.3,3840x2160,4.6,2.83,FreeDOS,902.87,7171,1024.0,SSD,1,1,1,1972.2702222222224,6.806685544741467,1.390812234378684
7172,Apple,AMD Ryzen 9,16,1TB HDD,Nvidia RTX 3080,14.0,3840x2160,10.5,1.65,Linux,4207.99,7172,1024.0,HDD,0,4,7,2915.3642789223454,8.344977992906498,5.737399072101496
7173,MSI,Intel i3,32,2TB SSD,AMD Radeon RX 6600,17.3,3840x2160,7.1,1.67,Linux,3032.11,7173,2048.0,SSD,1,1,3,2517.552226890756,8.017343774752652,9.45251916071828
7174,HP,AMD Ryzen 3,64,1TB HDD,Integrated,17.3,1366x768,5.7,1.64,FreeDOS,1069.85,7174,1024.0,HDD,0,1,1,1938.5187334437085,6.976208004616579,18.417112598553874
7175,Apple,Intel i7,8,1TB SSD,Nvidia RTX 3060,17.3,1366x768,6.4,2.25,FreeDOS,1710.53,7175,1024.0,SSD,1,3,6,2915.3642789223454,7.445142986300404,3.2115001467777993
7176,Dell,AMD Ryzen 3,16,2TB SSD,Nvidia RTX 2060,14.0,2560x1440,10.9,1.33,FreeDOS,1173.7,7176,2048.0,SSD,1,1,5,1972.2702222222224,7.0687680748298405,5.028272486662736
7177,Lenovo,Intel i7,64,256GB SSD,Nvidia GTX 1650,13.3,3840x2160,5.9,1.67,macOS,4893.85,7177,256.0,SSD,1,3,2,1978.465790393013,8.4959389109813,18.870513640558965
7178,Apple,Intel i7,32,512GB SSD,Integrated,15.6,1920x1080,10.2,1.26,Linux,2238.37,7178,512.0,SSD,1,3,1,2915.3642789223454,7.7139498552908865,9.731770068136608
7179,Microsoft,AMD Ryzen 3,32,2TB SSD,Nvidia RTX 2060,14.0,1366x768,9.4,1.59,FreeDOS,1046.94,7179,2048.0,SSD,1,1,5,1975.2035489361701,6.954581611333637,9.568619250442788
7180,Lenovo,Intel i3,8,512GB SSD,AMD Radeon RX 6800,14.0,3840x2160,6.7,1.75,macOS,1537.86,7180,512.0,SSD,1,1,4,1978.465790393013,7.3387971615398815,2.7000490599104574
7181,Asus,AMD Ryzen 7,8,1TB SSD,AMD Radeon RX 6800,15.6,3840x2160,6.8,2.94,FreeDOS,2308.98,7181,1024.0,SSD,1,3,4,1927.3151416309015,7.7449941454697,3.0954000570532925
7182,Acer,Intel i7,16,512GB SSD,AMD Radeon RX 6800,13.3,2560x1440,9.9,1.49,Linux,2022.08,7182,512.0,SSD,1,3,4,1914.1085150214592,7.61237638161571,5.365573438943318
7183,Acer,AMD Ryzen 5,32,1TB SSD,AMD Radeon RX 6600,15.6,3840x2160,5.5,1.55,macOS,2820.61,7183,1024.0,SSD,1,2,3,1914.1085150214592,7.945062923004023,9.650194659289697
7184,Razer,AMD Ryzen 7,8,1TB SSD,Integrated,14.0,2560x1440,4.4,1.53,FreeDOS,1558.21,7184,1024.0,SSD,1,3,1,2695.213804444444,7.351934561718192,2.9212499224665316
7185,Samsung,AMD Ryzen 7,4,1TB SSD,Nvidia RTX 3080,14.0,1920x1080,6.1,3.3,Windows,1125.21,7185,1024.0,SSD,1,3,7,1959.007248495271,7.026613292198607,2.13446350069504
7186,Samsung,Intel i3,4,256GB SSD,AMD Radeon RX 6600,15.6,3840x2160,6.1,1.33,macOS,1472.4,7186,256.0,SSD,1,1,3,1959.007248495271,7.295327934248713,1.506912324103191
7187,Samsung,Intel i9,4,256GB SSD,Nvidia RTX 3060,16.0,2560x1440,8.5,1.54,Linux,1906.71,7187,256.0,SSD,1,4,6,1959.007248495271,7.55365884884208,2.274088954404204
7188,Lenovo,Intel i5,64,512GB SSD,Integrated,15.6,2560x1440,9.6,2.18,Linux,2150.44,7188,512.0,SSD,1,2,1,1978.465790393013,7.673892664369456,18.61478809712529
7189,Lenovo,AMD Ryzen 5,16,512GB SSD,Integrated,15.6,3840x2160,8.4,3.02,FreeDOS,1421.53,7189,512.0,SSD,1,2,1,1978.465790393013,7.260192255409034,4.993747805785139
7190,MSI,AMD Ryzen 3,4,2TB SSD,Nvidia GTX 1650,17.3,1366x768,8.5,2.82,FreeDOS,793.7,7190,2048.0,SSD,1,1,2,2517.552226890756,6.677964684946134,1.4488622792409376
7191,HP,AMD Ryzen 9,64,512GB SSD,AMD Radeon RX 6600,13.3,1920x1080,6.2,2.35,macOS,3924.86,7191,512.0,SSD,1,4,3,1938.5187334437085,8.27534071449605,19.126239183992634
7192,Acer,Intel i7,64,1TB SSD,Integrated,13.3,1920x1080,10.8,2.55,FreeDOS,2121.38,7192,1024.0,SSD,1,3,1,1914.1085150214592,7.660293379484747,18.81246359569671
7193,Microsoft,AMD Ryzen 5,16,256GB SSD,AMD Radeon RX 6600,13.3,2560x1440,10.3,1.43,macOS,1400.1,7193,256.0,SSD,1,2,3,1975.2035489361701,7.245012921377186,5.109847895509646
7194,Apple,Intel i3,4,512GB SSD,Nvidia RTX 3080,13.3,2560x1440,6.7,2.71,FreeDOS,1362.89,7194,512.0,SSD,1,1,7,2915.3642789223454,7.2180961899901215,1.7391125035522053
7195,HP,Intel i9,64,1TB SSD,AMD Radeon RX 6800,17.3,2560x1440,10.2,2.84,Windows,5342.79,7195,1024.0,SSD,1,4,4,1938.5187334437085,8.583690418037172,19.184289228854887
7196,Samsung,AMD Ryzen 7,8,1TB HDD,Nvidia RTX 3060,17.3,1920x1080,11.9,1.85,FreeDOS,1173.41,7196,1024.0,HDD,0,3,6,1959.007248495271,7.0685211728103745,3.2115001467777993
7197,Razer,AMD Ryzen 3,64,256GB SSD,Nvidia GTX 1650,16.0,1920x1080,9.9,1.31,FreeDOS,2911.76,7197,256.0,SSD,1,1,2,2695.213804444444,7.976856364275858,18.47516264341613
7198,Lenovo,AMD Ryzen 9,8,1TB SSD,Nvidia GTX 1650,17.3,2560x1440,11.7,2.1,Linux,2163.62,7198,1024.0,SSD,1,4,2,1978.465790393013,7.680000105400732,3.1769754659002025
7199,Apple,AMD Ryzen 5,32,1TB SSD,Nvidia RTX 2060,17.3,2560x1440,5.3,2.01,macOS,3145.35,7199,1024.0,SSD,1,2,5,2915.3642789223454,8.053998329814116,9.766294749014206
7200,Microsoft,Intel i3,64,512GB SSD,Nvidia RTX 2060,16.0,3840x2160,7.4,3.21,Linux,3685.92,7200,512.0,SSD,1,1,5,1975.2035489361701,8.212546700141406,18.64931277800289
7201,Acer,Intel i7,16,1TB HDD,Nvidia RTX 2060,16.0,1366x768,8.4,1.47,Windows,1021.19,7201,1024.0,HDD,0,3,5,1914.1085150214592,6.929702663464962,5.423623483805571
7202,HP,Intel i5,32,1TB HDD,Nvidia RTX 3080,13.3,3840x2160,7.5,3.43,Linux,2303.6,7202,1024.0,HDD,0,2,7,1938.5187334437085,7.742662404579914,9.882394838738712
7203,HP,AMD Ryzen 7,8,256GB SSD,Nvidia RTX 2060,17.3,1920x1080,8.3,3.45,Linux,1301.54,7203,256.0,SSD,1,3,5,1938.5187334437085,7.172071483328719,3.1534501019155456
7204,Apple,Intel i3,8,1TB HDD,Nvidia RTX 2060,15.6,3840x2160,9.2,2.55,Linux,1994.43,7204,1024.0,HDD,0,1,5,2915.3642789223454,7.598614844945922,2.758099104772711
7205,Acer,AMD Ryzen 7,32,1TB HDD,Nvidia GTX 1650,15.6,1366x768,6.6,2.03,macOS,1402.78,7205,1024.0,HDD,0,3,2,1914.1085150214592,7.246923877151093,9.78982011299886
7206,Dell,Intel i3,32,256GB SSD,Nvidia RTX 3060,16.0,3840x2160,5.2,2.46,FreeDOS,2435.96,7206,256.0,SSD,1,1,6,1972.2702222222224,7.798506639867194,9.62666929530504
7207,Razer,AMD Ryzen 7,8,1TB SSD,Nvidia GTX 1650,16.0,2560x1440,5.6,1.26,Linux,2369.2,7207,1024.0,SSD,1,3,2,2695.213804444444,7.770729618754348,2.979299967328785
7208,Razer,Intel i9,4,256GB SSD,Integrated,15.6,1920x1080,8.1,2.16,FreeDOS,1511.05,7208,256.0,SSD,1,4,1,2695.213804444444,7.321221624975787,1.983838730092936
7209,Lenovo,Intel i9,4,1TB SSD,Nvidia GTX 1650,14.0,3840x2160,7.1,1.8,FreeDOS,2393.82,7209,1024.0,SSD,1,4,2,1978.465790393013,7.781063350444418,2.0418887749551895
7210,Razer,Intel i9,8,1TB SSD,Nvidia RTX 3080,16.0,1920x1080,8.2,1.61,macOS,2632.8,7210,1024.0,SSD,1,4,7,2695.213804444444,7.87618294927612,3.46722569021147
7211,Samsung,Intel i9,64,1TB SSD,Integrated,17.3,2560x1440,8.9,1.2,Windows,3704.72,7211,1024.0,SSD,1,4,1,1959.007248495271,8.21763285083398,19.010139094268126
7212,MSI,AMD Ryzen 5,8,2TB SSD,Nvidia RTX 3060,16.0,3840x2160,4.6,1.75,macOS,2411.86,7212,2048.0,SSD,1,2,6,2517.552226890756,7.788568044878454,3.013824648206382
7213,Dell,Intel i9,16,1TB SSD,Nvidia RTX 3060,17.3,3840x2160,6.0,1.89,FreeDOS,3625.64,7213,1024.0,SSD,1,4,6,1972.2702222222224,8.196061878773614,5.679349027239243
7214,Samsung,Intel i7,64,256GB SSD,AMD Radeon RX 6600,17.3,3840x2160,9.0,2.36,FreeDOS,5502.59,7214,256.0,SSD,1,3,3,1959.007248495271,8.613155885559497,18.928563685421217
7215,MSI,Intel i7,8,2TB SSD,Integrated,14.0,2560x1440,4.7,2.95,Windows,1221.92,7215,2048.0,SSD,1,3,1,2517.552226890756,7.108996720628602,2.9212499224665316
7216,Acer,AMD Ryzen 3,16,1TB SSD,Integrated,14.0,1920x1080,7.4,2.37,Linux,778.02,7216,1024.0,SSD,1,1,1,1914.1085150214592,6.658036719482128,4.796072307213722
7217,Dell,Intel i9,8,1TB SSD,Nvidia RTX 2060,17.3,2560x1440,8.2,1.82,Linux,2130.63,7217,1024.0,SSD,1,4,5,1972.2702222222224,7.664642224258663,3.351125600486963
7218,Microsoft,Intel i5,32,256GB SSD,Nvidia GTX 1650,16.0,1366x768,11.0,1.29,FreeDOS,1597.54,7218,256.0,SSD,1,2,2,1975.2035489361701,7.376845991646308,9.592144614427443
7219,Samsung,AMD Ryzen 9,32,1TB SSD,Nvidia RTX 3060,14.0,1920x1080,11.3,2.0,FreeDOS,2646.56,7219,1024.0,SSD,1,4,6,1959.007248495271,7.8813937401082805,10.219695791019292
7220,HP,AMD Ryzen 7,8,1TB SSD,AMD Radeon RX 6600,14.0,1920x1080,7.5,2.71,Windows,1373.81,7220,1024.0,SSD,1,3,3,1938.5187334437085,7.226070818734502,3.037350012191039
7221,Acer,AMD Ryzen 5,8,256GB SSD,Nvidia RTX 3060,17.3,1366x768,4.8,1.69,macOS,927.21,7221,256.0,SSD,1,2,6,1914.1085150214592,6.833258000289226,3.013824648206382
7222,Asus,AMD Ryzen 5,32,256GB SSD,AMD Radeon RX 6600,14.0,1920x1080,9.7,3.4,Linux,1569.78,7222,256.0,SSD,1,2,3,1927.3151416309015,7.359327590257124,9.650194659289697
7223,Asus,Intel i3,64,512GB SSD,Nvidia RTX 3060,14.0,1920x1080,7.2,3.5,Windows,2033.79,7223,512.0,SSD,1,1,6,1927.3151416309015,7.6181478984486235,18.707362822865143
7224,Acer,AMD Ryzen 3,32,256GB SSD,Nvidia RTX 3060,17.3,2560x1440,5.5,2.74,Linux,1951.73,7224,256.0,SSD,1,1,6,1914.1085150214592,7.5769836724715,9.62666929530504
7225,Apple,Intel i3,32,256GB SSD,Nvidia RTX 3060,13.3,2560x1440,5.7,2.14,Linux,2597.25,7225,256.0,SSD,1,1,6,2915.3642789223454,7.862593420468531,9.62666929530504
7226,MSI,AMD Ryzen 9,32,512GB SSD,AMD Radeon RX 6600,16.0,3840x2160,5.7,2.12,macOS,6095.45,7226,512.0,SSD,1,4,3,2517.552226890756,8.71546191353964,10.045545656432532
7227,Lenovo,Intel i5,32,256GB SSD,Nvidia RTX 3060,16.0,1920x1080,6.8,2.34,macOS,1840.99,7227,256.0,SSD,1,2,6,1978.465790393013,7.518601787918866,9.824344793876458
7228,Dell,Intel i3,64,256GB SSD,Nvidia RTX 2060,14.0,3840x2160,7.7,1.69,Windows,3308.96,7228,256.0,SSD,1,1,5,1972.2702222222224,8.104691383705944,18.64931277800289
7229,Acer,AMD Ryzen 5,32,2TB SSD,Nvidia RTX 2060,15.6,1366x768,10.2,3.4,FreeDOS,1592.34,7229,2048.0,SSD,1,2,5,1914.1085150214592,7.373587720909057,9.766294749014206
7230,Apple,AMD Ryzen 7,16,256GB SSD,AMD Radeon RX 6600,14.0,3840x2160,9.1,1.47,FreeDOS,3641.87,7230,256.0,SSD,1,3,3,2915.3642789223454,8.20052711149674,5.3075233940810636
7231,Asus,Intel i3,64,1TB SSD,Nvidia RTX 3080,16.0,1366x768,10.6,3.32,macOS,1868.31,7231,1024.0,SSD,1,1,7,1927.3151416309015,7.533324657800082,18.7654128677274
7232,Lenovo,Intel i3,64,1TB SSD,AMD Radeon RX 6600,16.0,1366x768,7.6,3.48,FreeDOS,1844.41,7232,1024.0,SSD,1,1,3,1978.465790393013,7.52045675400915,18.533212688278383
7233,Razer,Intel i5,64,512GB SSD,AMD Radeon RX 6600,16.0,1920x1080,8.5,1.99,macOS,3722.85,7233,512.0,SSD,1,2,3,2695.213804444444,8.222513358316123,18.7308881868498
7234,Lenovo,AMD Ryzen 3,4,2TB SSD,Nvidia RTX 2060,16.0,1920x1080,9.9,2.53,FreeDOS,979.06,7234,2048.0,SSD,1,1,5,1978.465790393013,6.887613794280271,1.6230124138276982
7235,Acer,AMD Ryzen 7,32,256GB SSD,AMD Radeon RX 6800,14.0,1920x1080,4.2,2.62,Linux,2114.91,7235,256.0,SSD,1,3,4,1914.1085150214592,7.657240258992347,9.905920202723369
7236,Dell,Intel i7,4,256GB SSD,Nvidia RTX 2060,14.0,1920x1080,10.6,1.23,FreeDOS,1227.61,7236,256.0,SSD,1,3,5,1972.2702222222224,7.113638728042299,2.018363410970533
7237,Samsung,Intel i5,16,1TB SSD,Nvidia GTX 1650,13.3,2560x1440,6.5,1.29,Windows,1515.64,7237,1024.0,SSD,1,2,2,1959.007248495271,7.3242526407047315,5.051797850647393
7238,MSI,AMD Ryzen 5,64,2TB SSD,Integrated,13.3,2560x1440,7.7,3.07,macOS,2509.78,7238,2048.0,SSD,1,2,1,2517.552226890756,7.828348740822994,18.61478809712529
7239,HP,Intel i9,4,2TB SSD,Nvidia RTX 3060,13.3,3840x2160,5.2,1.7,Windows,2593.49,7239,2048.0,SSD,1,4,6,1938.5187334437085,7.861145244493178,2.274088954404204
7240,Asus,Intel i7,16,1TB SSD,Integrated,14.0,1920x1080,9.3,2.04,Windows,1025.66,7240,1024.0,SSD,1,3,1,1927.3151416309015,6.934066093771934,5.191423304356556
7241,Razer,Intel i9,32,1TB SSD,AMD Radeon RX 6800,16.0,1920x1080,8.0,1.27,macOS,3997.08,7241,1024.0,SSD,1,4,4,2695.213804444444,8.29356952486515,10.103595701294786
7242,Samsung,AMD Ryzen 7,4,1TB HDD,Nvidia RTX 3080,17.3,3840x2160,5.8,3.42,Linux,1619.41,7242,1024.0,HDD,0,3,7,1959.007248495271,7.390434482625218,2.13446350069504
7243,Samsung,Intel i9,64,512GB SSD,Nvidia RTX 3060,13.3,1366x768,7.5,1.35,Windows,3187.06,7243,512.0,SSD,1,4,6,1959.007248495271,8.067167860310166,19.300389318579395
7244,Lenovo,Intel i7,16,1TB HDD,Nvidia RTX 3080,17.3,1920x1080,8.6,2.12,Windows,1303.36,7244,1024.0,HDD,0,3,7,1978.465790393013,7.1734677780049205,5.539723573530078
7245,Apple,Intel i3,4,1TB HDD,Nvidia RTX 3080,13.3,1366x768,9.7,2.51,macOS,811.47,7245,1024.0,HDD,0,1,7,2915.3642789223454,6.700078990445296,1.7391125035522053
7246,Lenovo,Intel i7,32,2TB SSD,Nvidia RTX 2060,14.0,1366x768,6.1,3.5,Linux,1714.09,7246,2048.0,SSD,1,3,5,1978.465790393013,7.447220836357222,9.963970247585623
7247,Razer,AMD Ryzen 5,16,1TB SSD,AMD Radeon RX 6800,13.3,3840x2160,8.3,2.03,Linux,2759.96,7247,1024.0,SSD,1,2,4,2695.213804444444,7.923333724320682,5.1678979403719
7248,Acer,AMD Ryzen 5,8,512GB SSD,Nvidia GTX 1650,13.3,1920x1080,9.0,1.52,Windows,967.58,7248,512.0,SSD,1,2,2,1914.1085150214592,6.875831081397493,2.781624468757368
7249,Acer,AMD Ryzen 9,8,2TB SSD,Nvidia RTX 2060,13.3,3840x2160,5.4,2.66,Windows,2600.96,7249,2048.0,SSD,1,4,5,1914.1085150214592,7.864020286164127,3.351125600486963
7250,Acer,Intel i3,4,256GB SSD,AMD Radeon RX 6600,15.6,3840x2160,4.8,1.93,Windows,1277.05,7250,256.0,SSD,1,1,3,1914.1085150214592,7.153090757802843,1.506912324103191
7251,Razer,Intel i9,32,1TB SSD,Nvidia RTX 2060,17.3,1366x768,11.9,2.05,macOS,3286.03,7251,1024.0,SSD,1,4,5,2695.213804444444,8.09773970048597,10.16164574615704
7252,Dell,Intel i5,8,2TB SSD,AMD Radeon RX 6600,16.0,1920x1080,9.3,1.91,Windows,1212.3,7252,2048.0,SSD,1,2,3,1972.2702222222224,7.101099199057828,2.8396745136196215
7253,Samsung,Intel i7,4,1TB HDD,Nvidia RTX 2060,17.3,1366x768,10.1,1.47,FreeDOS,870.3,7253,1024.0,HDD,0,3,5,1959.007248495271,6.769986349237241,2.018363410970533
7254,Lenovo,Intel i7,64,512GB SSD,Integrated,13.3,2560x1440,6.3,1.97,macOS,2407.35,7254,512.0,SSD,1,3,1,1978.465790393013,7.786697144703802,18.81246359569671
7255,Microsoft,AMD Ryzen 7,8,256GB SSD,Nvidia GTX 1650,16.0,1366x768,10.0,1.55,FreeDOS,1124.57,7255,256.0,SSD,1,3,2,1975.2035489361701,7.026044852992971,2.979299967328785
7256,Acer,AMD Ryzen 5,32,1TB SSD,AMD Radeon RX 6800,17.3,1366x768,6.5,2.36,FreeDOS,1598.99,7256,1024.0,SSD,1,2,4,1914.1085150214592,7.377752658208341,9.708244704151952
7257,Dell,AMD Ryzen 5,64,2TB SSD,Integrated,15.6,1366x768,11.4,1.91,Windows,1331.93,7257,2048.0,SSD,1,2,1,1972.2702222222224,7.1951348056715645,18.61478809712529
7258,Dell,Intel i5,8,512GB SSD,Nvidia GTX 1650,16.0,2560x1440,11.7,1.97,macOS,1278.8,7258,512.0,SSD,1,2,2,1972.2702222222224,7.15445909470536,2.781624468757368
7259,MSI,AMD Ryzen 9,64,1TB SSD,AMD Radeon RX 6800,15.6,1920x1080,10.2,3.13,Windows,5656.0,7259,1024.0,SSD,1,4,4,2517.552226890756,8.640648995343156,19.184289228854887
7260,Acer,AMD Ryzen 7,16,512GB SSD,AMD Radeon RX 6600,13.3,2560x1440,4.7,3.14,Windows,1846.62,7260,512.0,SSD,1,3,3,1914.1085150214592,7.5216536033517265,5.3075233940810636
7261,Razer,Intel i5,32,1TB HDD,AMD Radeon RX 6600,16.0,1366x768,4.6,2.23,Linux,1727.48,7261,1024.0,HDD,0,2,3,2695.213804444444,7.454997688568675,9.650194659289697
7262,Lenovo,AMD Ryzen 3,16,256GB SSD,AMD Radeon RX 6600,14.0,3840x2160,5.7,2.8,Linux,1666.3,7262,256.0,SSD,1,1,3,1978.465790393013,7.418960830566413,4.912172396938229
7263,Lenovo,Intel i5,4,512GB SSD,AMD Radeon RX 6600,14.0,2560x1440,11.8,1.76,Linux,1022.76,7263,512.0,SSD,1,2,3,1978.465790393013,6.931237403129341,1.7045878226746083
7264,Lenovo,AMD Ryzen 5,16,1TB SSD,Nvidia RTX 2060,16.0,1920x1080,6.7,2.48,Windows,1271.0,7264,1024.0,SSD,1,2,5,1978.465790393013,7.148345743900068,5.2259479852341535
7265,Asus,Intel i5,32,512GB SSD,Integrated,17.3,1920x1080,6.2,2.99,FreeDOS,1238.81,7265,512.0,SSD,1,2,1,1927.3151416309015,7.1227134210523575,9.534094569565191
7266,Asus,Intel i9,8,512GB SSD,Nvidia RTX 2060,16.0,3840x2160,6.4,1.27,FreeDOS,2899.27,7266,512.0,SSD,1,4,5,1927.3151416309015,7.972559115088984,3.351125600486963
7267,Microsoft,AMD Ryzen 5,16,1TB SSD,AMD Radeon RX 6600,16.0,2560x1440,4.1,1.93,macOS,1606.35,7267,1024.0,SSD,1,2,3,1975.2035489361701,7.3823421391606825,5.109847895509646
7268,Acer,Intel i9,32,2TB SSD,AMD Radeon RX 6600,14.0,2560x1440,9.7,3.11,macOS,3210.04,7268,2048.0,SSD,1,4,3,1914.1085150214592,8.074350151190373,10.045545656432532
7269,Microsoft,AMD Ryzen 3,4,1TB HDD,Nvidia RTX 3080,16.0,3840x2160,7.4,2.53,Windows,1077.41,7269,1024.0,HDD,0,1,7,1975.2035489361701,6.983243013112081,1.7391125035522053
7270,Asus,AMD Ryzen 3,32,1TB HDD,Nvidia RTX 3080,15.6,1920x1080,11.1,3.15,Windows,1267.45,7270,1024.0,HDD,0,1,7,1927.3151416309015,7.145550961628661,9.684719340167295
7271,Acer,AMD Ryzen 9,64,1TB HDD,Nvidia RTX 3080,13.3,1920x1080,11.9,2.62,macOS,3238.47,7271,1024.0,HDD,0,4,7,1914.1085150214592,8.083165015158754,19.35843936344165
7272,Samsung,Intel i7,64,1TB SSD,Nvidia RTX 2060,16.0,3840x2160,8.7,2.73,Windows,5294.51,7272,1024.0,SSD,1,3,5,1959.007248495271,8.574614570677749,19.044663775145725
7273,Lenovo,AMD Ryzen 5,64,512GB SSD,Nvidia RTX 3080,17.3,2560x1440,11.2,1.53,Linux,3217.95,7273,512.0,SSD,1,2,7,1978.465790393013,8.07681049840402,18.963088366298816
7274,Lenovo,AMD Ryzen 7,8,256GB SSD,AMD Radeon RX 6800,15.6,2560x1440,4.5,1.65,Linux,1819.3,7274,256.0,SSD,1,3,4,1978.465790393013,7.506756601651853,3.0954000570532925
7275,Dell,AMD Ryzen 5,8,256GB SSD,Nvidia GTX 1650,14.0,3840x2160,5.9,2.53,Windows,1699.19,7275,256.0,SSD,1,2,2,1972.2702222222224,7.43849528850498,2.781624468757368
7276,Apple,Intel i9,16,512GB SSD,Nvidia RTX 3060,16.0,3840x2160,8.0,3.07,macOS,5342.23,7276,512.0,SSD,1,4,6,2915.3642789223454,8.58358561800863,5.679349027239243
7277,Samsung,Intel i3,4,1TB SSD,AMD Radeon RX 6800,17.3,1366x768,11.8,1.43,macOS,638.32,7277,1024.0,SSD,1,1,4,1959.007248495271,6.460405111500453,1.5649623689654446
7278,Lenovo,Intel i7,64,1TB SSD,Nvidia GTX 1650,15.6,2560x1440,5.8,3.49,FreeDOS,4150.14,7278,1024.0,SSD,1,3,2,1978.465790393013,8.33113827429712,18.870513640558965
7279,Apple,AMD Ryzen 3,8,256GB SSD,Nvidia RTX 2060,13.3,1366x768,8.6,2.08,FreeDOS,1044.81,7279,256.0,SSD,1,1,5,2915.3642789223454,6.9525469837660685,2.758099104772711
7280,Lenovo,Intel i3,16,1TB HDD,Nvidia GTX 1650,16.0,2560x1440,8.6,2.59,macOS,1205.71,7280,1024.0,HDD,0,1,2,1978.465790393013,7.095652927109111,4.854122352075976
7281,Dell,AMD Ryzen 9,64,2TB SSD,Integrated,13.3,1920x1080,7.5,2.41,macOS,2778.78,7281,2048.0,SSD,1,4,1,1972.2702222222224,7.930127066862562,19.010139094268126
7282,Asus,AMD Ryzen 3,4,1TB HDD,AMD Radeon RX 6600,16.0,2560x1440,10.4,3.1,macOS,922.45,7282,1024.0,HDD,0,1,3,1927.3151416309015,6.82811665632192,1.506912324103191
7283,Acer,AMD Ryzen 7,4,1TB SSD,Nvidia RTX 3060,15.6,3840x2160,8.0,1.64,macOS,2113.42,7283,1024.0,SSD,1,3,6,1914.1085150214592,7.656535822193509,2.0764134558327862
